LAP_ID,BRAND,LAP_TYPE,INCHES,SCREEN_RESOLUTION,LAP_CPU,CPU_SUBCATEGORY,RAM_SIZE_GB,MEMORY_SIZE,MEMORY_TYPE,LAP_GPU,GPU_SUBCATEGORY,OS,WEIGHT_KG,PRICE
981,Toshiba,Notebook,13.3,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",4,"128GB ",SSD,"Intel "," HD Graphics 520","Windows 7",1.20,63670
982,Lenovo,Notebook,15.6,"Full HD 1920x1080","AMD "," A12-Series 9720P 3.6GHz",6,"256GB ",SSD,"AMD "," Radeon 530","Windows 10",2.20,29251
983,Fujitsu,Notebook,15.6,1366x768,"Intel "," Core i5 6200U 2.3GHz",4,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",2.30,34579
984,Toshiba,Notebook,14.0,1366x768,"Intel "," Core i5 6200U 2.3GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 10",1.75,48751
985,Dell,Notebook,15.6,1366x768,"Intel "," Core i5 7200U 2.5GHz",4,"500GB ",HDD,"AMD "," Radeon R5 M430","Windows 10",2.25,31915
986,HP,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"1TB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.04,42944
987,Lenovo,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",2.50,63350
988,Dell,Notebook,15.6,1366x768,"Intel "," Core i7 7500U 2.7GHz",8,"1TB ",HDD,"AMD "," Radeon R7 M445","Windows 10",2.36,39907
989,Dell,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"128GB ",SSD,"Intel "," HD Graphics 620 ","Windows 10",1.60,59620
990,HP,Netbook,12.5,"Full HD 1920x1080","Intel "," Core M 6Y75 1.2GHz",8,"512GB ",SSD,"Intel "," HD Graphics 515","Windows 10",0.97,101658
991,HP,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i3 6006U 2GHz",4,"128GB ",HDD,"AMD "," Radeon 520","Windows 10",2.10,26587
992,Lenovo,Notebook,15.6,1366x768,"Intel "," Celeron Dual Core N3350 1.1GHz",4,"128GB ",SSD,"Intel "," HD Graphics 500","No OS",1.90,14419
993,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",2.30,71875
995,Asus,Notebook,13.3,"Quad HD+ 3200x1800","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.40,61272
996,HP,Ultrabook,13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.11,71875
997,Acer,Notebook,15.6,1366x768,"Intel "," Pentium Quad Core N4200 1.1GHz",4,"500GB ",HDD,"Intel "," HD Graphics 505","Windows 10",2.40,20246
998,Asus,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1050 Ti","Windows 10",2.50,95851
999,HP,Ultrabook,14.0,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.48,111302
1000,Acer,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 1050","Windows 10",2.70,67133
1001,HP,Notebook,13.3,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.34,63350
1002,Dell,Notebook,15.6,1366x768,"Intel "," Core i3 7100U 2.4GHz",4,"128GB ",SSD,"Intel "," HD Graphics 620","Windows 10",2.18,29144
1003,HP,Notebook,14.0,1366x768,"Intel "," Core i5 7200U 2.5GHz",4,"500GB ",HDD,"Intel "," HD Graphics 620","Windows 10",1.64,41505
1004,Toshiba,Notebook,13.3,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",4,"128GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.20,63670
1005,HP,Notebook,14.0,1366x768,"Intel "," Core i5 6300U 2.4GHz",4,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.48,58607
1006,HP,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",4,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.95,64202
1007,HP,Ultrabook,14.0,"Full HD 1920x1080","Intel "," Core i7 6600U 2.6GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 7",1.43,77203
1008,HP,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Nvidia "," GeForce 930MX","Windows 10",1.64,55905
1009,HP,Notebook,14.0,1366x768,"Intel "," Core i3 7100U 2.4GHz",4,"500GB ",HDD,"Intel "," HD Graphics 620","Windows 10",1.64,36444
1010,Dell,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i5 7300HQ 2.5GHz",8,"1.0TB ",Hybrid,"Nvidia "," GeForce GTX 1050","Windows 10",2.65,50563
1011,HP,Ultrabook,12.5,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",4,"500GB ",HDD,"Intel "," HD Graphics 620","Windows 10",1.26,81998
1012,HP,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",4,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.48,84715
1013,HP,Ultrabook,14.0,"Full HD 1920x1080","Intel "," Core i7 6500U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.54,100551
1014,HP,Notebook,13.3,1366x768,"Intel "," Core i3 7100U 2.4GHz",4,"500GB ",HDD,"Intel "," HD Graphics 620","Windows 10",1.49,42624
1015,Toshiba,Notebook,13.3,1366x768,"Intel "," Core i5 6200U 2.3GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.50,64469
1016,HP,Notebook,15.6,1366x768,"Intel "," Core i3 7100U 2.4GHz",4,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",2.04,41025
1017,Lenovo,Notebook,17.3,"IPS Panel 4K Ultra HD 3840x2160","Intel "," Core i7 6820HQ 2.7GHz",16,"512GB ",SSD,"Nvidia "," Quadro 3000M","Windows 7",2.40,158135
1018,Toshiba,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.47,79387
1019,HP,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i7 6500U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.43,118761
1020,Dell,"2 in 1 Convertible",15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i3 6100U 2.3GHz",4,"1TB ",HDD,"Intel "," HD Graphics 520","Windows 10",2.08,42410
1021,Toshiba,Ultrabook,13.3,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.20,84715
1022,HP,Notebook,13.3,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.11,61219
1023,HP,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",SSD,"Nvidia "," GeForce 930MX","Windows 10",1.64,63160
1024,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 6300U 2.4GHz",8,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 10",2.09,55754
1025,HP,Ultrabook,12.5,1366x768,"Intel "," Core i5 7200U 2.5GHz",4,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.26,83064
1026,HP,Notebook,14.0,1366x768,"Intel "," Core i5 7200U 2.5GHz",4,"500GB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.31,63350
1027,HP,Notebook,14.0,1366x768,"Intel "," Core i5 7200U 2.5GHz",4,"500GB ",HDD,"Intel "," HD Graphics 620","Windows 10",1.95,56477
1028,Dell,Ultrabook,13.3,"Quad HD+ / Touchscreen 3200x1800","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.29,86527
1029,HP,Notebook,17.3,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Nvidia "," GeForce 930MX","Windows 10",2.63,57542
1030,HP,Notebook,14.0,1366x768,"Intel "," Core i5 7200U 2.5GHz",4,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.64,51841
1031,Acer,Notebook,15.6,1366x768,"AMD "," A9-Series 9420 3GHz",6,"1TB ",HDD,"AMD "," Radeon R5","Windows 10",2.10,21792
1032,MSI,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 1050","Windows 10",2.70,63499
1033,HP,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 7",1.95,63670
1034,HP,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 6500U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.84,65481
1035,HP,Ultrabook,12.5,"Full HD 1920x1080","Intel "," Core i7 6500U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.26,71875
1036,HP,Notebook,15.6,1366x768,"Intel "," Core i5 7200U 2.5GHz",4,"500GB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.04,39534
1037,Toshiba,Ultrabook,14.0,"IPS Panel Full HD 1920x1080","Intel "," Core i7 6600U 2.6GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.47,91908
1038,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 6300U 2.4GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 7",2.09,56634
1039,HP,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.64,53840
1040,Lenovo,"2 in 1 Convertible",15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i7 6500U 2.5GHz",4,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.80,45128
1041,Vero,Notebook,14.0,1366x768,"Intel "," Atom X5-Z8350 1.44GHz",2,"32GB ",STORAGE,"Intel "," HD Graphics 400","Windows 10",1.45,11231
1042,Toshiba,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 6500U 2.5GHz",16,"256GB ",SSD,"Nvidia "," GeForce 930M","Windows 10",2.40,75924
1043,Lenovo,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",2.30,55923
1044,HP,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 10",1.54,53280
1045,HP,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 6300U 2.4GHz",8,"256GB ",HDD,"Intel "," HD Graphics 520","Windows 10",1.84,112066
1046,HP,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 7",1.43,78268
1047,MSI,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 6820HK 2.7GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 980M","Windows 10",3.78,82352
1048,Lenovo,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 6700HQ 2.6GHz",16,"128GB ",HDD,"Nvidia "," GeForce GTX 980M","Windows 10",4.60,122011
1049,Asus,Netbook,11.6,1366x768,"Intel "," Celeron Dual Core N3060 1.6GHz",4,"16GB ",STORAGE,"Intel "," HD Graphics 400","Chrome OS",1.20,15339
1050,Lenovo,Notebook,14.0,"IPS Panel 2560x1440","Intel "," Core i7 6600U 2.6GHz",16,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 7",1.10,139594
1051,HP,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"1TB ",HDD,"Nvidia "," GeForce 940MX","Windows 10",1.91,52161
1052,Dell,"2 in 1 Convertible",15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i5 7200U 2.7GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",2.30,58288
1053,HP,Notebook,15.6,1366x768,"Intel "," Core i5 7200U 2.5GHz",4,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",2.04,52161
1054,Dell,Ultrabook,13.3,"Quad HD+ / Touchscreen 3200x1800","Intel "," Core i7 7500U 2.7GHz",16,"1TB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.20,120093
1055,HP,Notebook,15.6,1366x768,"Intel "," Core i3 6100U 2.3GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 10",2.31,37570
1056,HP,Notebook,15.6,1366x768,"Intel "," Core i5 7200U 2.5GHz",4,"500GB ",HDD,"Intel "," HD Graphics 620","No OS",1.96,26587
1057,Acer,Notebook,15.6,1366x768,"AMD "," A8-Series 7410 2.2GHz",8,"1TB ",HDD,"AMD "," Radeon R5","Windows 10",2.40,23923
1058,Dell,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i7 7500U 2.7GHz",12,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.60,69211
1059,MSI,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i7 6700HQ 2.6GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",2.94,96916
1061,Asus,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 6700HQ 2.6GHz",16,"1TB ",HDD,"Nvidia "," GeForce GTX 965M","No OS",4.00,53173
1062,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",4,"1TB ",HDD,"Intel "," HD Graphics","Windows 10",2.25,29784
1063,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",16,"2TB ",HDD,"AMD "," Radeon R7 M445","Windows 10",2.32,52747
1064,MSI,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i7 6700HQ 2.6GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",1.80,102777
1065,Dell,Ultrabook,13.3,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.29,77682
1066,Asus,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 6820HK 2.7GHz",64,"1TB ",SSD,"Nvidia "," GeForce GTX 980 ","Windows 10",3.58,211788
1067,Dell,"2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel "," Core i7 6500U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.62,42518
1068,Dell,Gaming,15.6,"4K Ultra HD 3840x2160","Intel "," Core i7 6700HQ 2.6GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 970M","Windows 10",3.21,70809
1069,Apple,Ultrabook,12.0,"IPS Panel Retina Display 2304x1440","Intel "," Core M 1.1GHz",8,"256GB ",STORAGE,"Intel "," HD Graphics 515","Mac OS X",0.92,69264
1070,Dell,Notebook,15.6,1366x768,"Intel "," Core i3 6100U 2.3GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 10",2.06,25680
1071,HP,Notebook,15.6,1366x768,"Intel "," Core i5 6200U 2.3GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 10",2.31,63883
1072,HP,Ultrabook,12.5,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 7",1.26,63883
1073,HP,Notebook,13.3,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.49,58075
1074,Lenovo,Ultrabook,12.5,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i7 6500U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.30,91295
1075,Lenovo,Notebook,17.3,1600x900,"Intel "," Core i5 6200U 2.3GHz",8,"1.0TB ",HDD,"AMD "," Radeon R5 M330","Windows 10",3.00,35112
1076,Lenovo,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i5 6300HQ 2.3GHz",4,"1TB ",HDD,"Nvidia "," GeForce GTX 950M","Windows 10",2.30,52055
1077,MSI,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"256GB ",HDD,"Nvidia "," GeForce GTX 1070","Windows 10",3.78,133147
1078,Lenovo,Notebook,15.6,1366x768,"Intel "," Core i5 6200U 2.3GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 10",2.10,28771
1079,HP,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 7",2.31,50083
1080,Lenovo,Ultrabook,12.5,"IPS Panel Touchscreen 2560x1440","Intel "," Core M 6Y75 1.2GHz",8,"512GB ",SSD,"Intel "," HD Graphics 515","Windows 10",0.99,74539
1081,Lenovo,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 6820HK 2.7GHz",32,"512GB ",Hybrid,"Nvidia "," GeForce GTX 980M","Windows 10",4.60,172627
1082,Lenovo,"2 in 1 Convertible",10.1,"IPS Panel Touchscreen 1920x1200","Intel "," Atom x5-Z8550 1.44GHz",4,"64GB ",STORAGE,"Intel "," HD Graphics 400","Windows 10",0.69,34433
1083,HP,Ultrabook,13.3,"IPS Panel 4K Ultra HD 3840x2160","Intel "," Core i7 7500U 2.7GHz",16,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.30,109171
1084,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 620","Windows 10",2.18,39960
1085,HP,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 7",1.54,54931
1086,HP,Workstation,15.6,"Full HD 1920x1080","Intel "," Core i7 6500U 2.5GHz",8,"256GB ",SSD,"AMD "," FirePro W4190M","Windows 7",1.90,79654
1087,Lenovo,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",8,"180GB ",SSD,"Intel "," HD Graphics 520","Windows 7",1.70,63883
1088,HP,Notebook,13.3,"Quad HD+ 3200x1800","Intel "," Pentium Dual Core 4405Y 1.5GHz",4,"32GB ",STORAGE,"Intel "," HD Graphics 515","Chrome OS",1.29,32767
1089,Acer,Notebook,15.6,1366x768,"AMD "," A8-Series 7410 2.2GHz",4,"500GB ",HDD,"AMD "," Radeon R5","Windows 10",2.40,20619
1090,Dell,Notebook,15.6,1366x768,"Intel "," Pentium Quad Core N3700 1.6GHz",4,"500GB ",HDD,"Intel "," HD Graphics",Linux,2.20,20965
1091,HP,Notebook,15.6,1366x768,"Intel "," Core i3 6006U 2GHz",4,"1TB ",HDD,"Intel "," HD Graphics 520","No OS",1.86,18434
1092,Asus,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",8,"256GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",2.70,85195
1093,Dell,Ultrabook,13.3,"IPS Panel Full HD 1920x1080","Intel "," Core i5 8250U 1.6GHz",4,"256GB ",SSD,"AMD "," Radeon 530","Windows 10",1.40,43602
1094,HP,Netbook,12.5,1366x768,"Intel "," Core i5 6200U 2.3GHz",4,"128GB ",SSD,"Intel "," HD Graphics 520","Windows 7",2.40,85195
1095,Acer,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"256GB ",HDD,"Nvidia "," GeForce GTX 950M","Windows 10",2.40,42571
1096,Dell,Notebook,15.6,"Full HD 1920x1080","Intel "," Core i5 7200U 2.5GHz",8,"1TB ",HDD,"AMD "," Radeon R7 M445","Windows 10",2.36,34035
1097,MSI,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 6700HQ 2.6GHz",8,"256GB ",SSD,"Nvidia "," GeForce GTX 965M","Windows 10",2.60,85195
1098,HP,Notebook,15.6,1366x768,"Intel "," Pentium Quad Core N3710 1.6GHz",4,"1TB ",HDD,"Intel "," HD Graphics 405","Windows 10",1.96,26640
1099,Asus,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 6700HQ 2.6GHz",16,"128GB ",HDD,"Nvidia "," GeForce GTX 980M","Windows 10",4.30,122491
1100,Dell,Ultrabook,12.5,1366x768,"Intel "," Core i3 6100U 2.3GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520","Windows 7",1.50,60481
1101,Dell,Ultrabook,12.5,1366x768,"Intel "," Core i3 6100U 2.3GHz",4,"128GB ",SSD,"Intel "," HD Graphics 520","Windows 7",1.50,62176
1102,Acer,Notebook,15.6,1366x768,"Intel "," Celeron Dual Core 3205U 1.5GHz",4,"16GB ",SSD,"Intel "," HD Graphics","Chrome OS",2.20,11136
1103,HP,Workstation,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 6700HQ 2.6GHz",8,"1TB ",HDD,"AMD "," FirePro W6150M","Windows 7",3.00,154459
1104,Lenovo,Gaming,15.6,"Full HD 1920x1080","Intel "," Core i7 7700HQ 2.8GHz",16,"512GB ",SSD,"Nvidia "," GeForce GTX 1050 Ti","Windows 10",2.40,63883
1105,Dell,Ultrabook,12.5,1366x768,"Intel "," Core i5 6200U 2.3GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 7",1.50,75290
1106,MSI,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 6700HQ 2.6GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 960M","Windows 10",2.90,80516
1107,Lenovo,"2 in 1 Convertible",15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i5 6200U 2.3GHz",4,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",2.10,46194
1108,HP,Notebook,15.6,"Full HD 1920x1080","AMD "," A6-Series 9220 2.5GHz",4,"1TB ",HDD,"AMD "," Radeon R4","Windows 10",2.10,21205
1109,Asus,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i7 6700HQ 2.6GHz",16,"128GB ",HDD,"Nvidia "," GeForce GTX 960M","Windows 10",2.59,71342
1110,HP,Notebook,13.3,"Quad HD+ / Touchscreen 3200x1800","Intel "," Core M 6Y54 1.1GHz",8,"256GB ",SSD,"Intel "," HD Graphics 515","Windows 10",1.16,90523
1111,Dell,Notebook,15.6,1366x768,"Intel "," Core i5 6200U 2.3GHz",4,"500GB ",HDD,"AMD "," Radeon R5 M315","Windows 7",2.24,40980
1112,Lenovo,Notebook,15.6,1366x768,"Intel "," Core i3 6006U 2.0GHz",4,"128GB ",SSD,"Intel "," HD Graphics 520","Windows 10",2.10,22857
1113,HP,Ultrabook,13.3,"Full HD 1920x1080","Intel "," Core i7 6500U 2.5GHz",8,"512GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.16,104908
1114,Lenovo,"2 in 1 Convertible",10.1,"IPS Panel Touchscreen 1920x1200","Intel "," Atom x5-Z8550 1.44GHz",4,"64GB ",STORAGE,"Intel "," HD Graphics 400",Android,0.69,29251
1115,Dell,Ultrabook,13.3,"Full HD 1920x1080","Intel "," Core i7 7560U 2.4GHz",8,"256GB ",SSD,"Intel "," Iris Plus Graphics 640","Windows 10",1.23,73473
1116,Lenovo,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i7 6820HK 2.7GHz",16,"256GB ",Hybrid,"Nvidia "," GeForce GTX 980M","Windows 10",4.60,146519
1117,Razer,Ultrabook,12.5,"Touchscreen / 4K Ultra HD 3840x2160","Intel "," Core i7 6500U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.25,54825
1118,Toshiba,Ultrabook,13.3,"Full HD 1920x1080","Intel "," Core i7 7500U 2.7GHz",16,"512GB ",SSD,"Intel "," HD Graphics 620","Windows 10",1.05,118601
1119,Asus,Gaming,17.3,"Full HD 1920x1080","Intel "," Core i7 6700HQ 2.6GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 960M","Windows 10",3.52,69929
1120,Vero,Notebook,13.3,"Full HD 1920x1080","Intel "," Atom X5-Z8350 1.44GHz",4,"32GB ",STORAGE,"Intel "," HD Graphics 400","Windows 10",1.35,10443
1121,HP,Notebook,13.3,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.16,90043
1122,HP,Notebook,14.0,"Full HD 1920x1080","Intel "," Core i5 6200U 2.3GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 7",1.43,80613
1123,Dell,Notebook,15.6,1366x768,"Intel "," Core i5 6200U 2.3GHz",4,"500GB ",HDD,"Intel "," HD Graphics 520",Linux,2.09,27899
1124,Asus,Notebook,15.6,1366x768,"Intel "," Core i3 7100U 2.4GHz",4,"1TB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.00,23177
1125,Lenovo,"2 in 1 Convertible",14.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i7 6500U 2.5GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 10",1.80,88924
1126,Lenovo,"2 in 1 Convertible",10.1,"IPS Panel Touchscreen 1920x1200","Intel "," Atom x5-Z8550 1.44GHz",4,"64GB ",STORAGE,"Intel "," HD Graphics 400","Windows 10",0.69,25521
1127,HP,Ultrabook,12.5,1366x768,"Intel "," Core i5 6300U 2.4GHz",8,"256GB ",SSD,"Intel "," HD Graphics 520","Windows 7",1.26,100966
1128,Lenovo,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel "," Core i5 7300HQ 2.5GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 1060","No OS",2.40,52694
1129,HP,Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel "," Core i5 6300HQ 2.3GHz",8,"128GB ",HDD,"Nvidia "," GeForce GTX 1060","Windows 10",3.35,60153
1130,HP,Notebook,15.6,1366x768,"Intel "," Core i7 7500U 2.7GHz",8,"2TB ",HDD,"Intel "," HD Graphics 620","Windows 10",2.04,33513
1131,Lenovo,"2 in 1 Convertible",14.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel "," Core i7 6600U 2.6GHz",8,"512GB ",SSD,"Nvidia "," Quadro M500M","Windows 7",1.80,109244
1132,Asus,Notebook,14.0,1366x768,"Intel "," Celeron Dual Core N3350 1.1GHz",4,"32GB ",STORAGE,"Intel "," HD Graphics 500","Windows 10",1.50,14812
